,g_sim,g_fit
1249,11.4,11.324125
1250,13.1,13.524826
1251,13.9,13.670692
1252,14.9,13.879702
1253,12.2,12.022202
1254,13.8,13.805714
1255,12.3,12.749602
1256,14.1,13.740463
1257,12.2,12.681763
1258,11.6,11.590763
1259,11.3,11.247047
1260,14.3,13.692063
1261,11.2,11.0
1262,13.0,13.443294
1263,12.2,12.467548
1264,13.1,13.830444
1265,13.2,13.793985
1266,13.8,13.574088
1267,11.1,11.0
1268,13.2,13.625624
1269,12.3,12.152133
1270,11.9,11.7824955
1271,12.7,13.224504
1272,13.5,13.604925
1273,14.7,13.579998
1274,12.1,11.956859
1275,12.5,12.954142
1276,12.4,12.638315
1277,13.7,13.661325
1278,11.9,11.716854
1279,14.5,13.772941
1280,11.3,11.237516
1281,13.4,13.474831
1282,11.1,11.0
1283,11.1,11.0
1284,13.0,13.851981
1285,13.2,13.887324
1286,13.8,12.935299
1287,11.3,11.206826
1288,13.0,13.581543
1289,11.1,11.0
1290,11.5,11.0
1291,14.0,13.284611
1292,14.3,13.754486
1293,12.2,13.538459
1294,12.6,13.695347
1295,14.8,13.664934
1296,13.9,13.570355
1297,11.2,11.0
1298,12.6,13.554406
1299,13.9,13.454885
1300,12.2,11.936909
1301,13.1,13.736094
1302,12.0,12.036943
1303,11.9,12.019733
1304,14.2,13.483066
1305,14.5,13.710692
1306,13.0,13.684483
1307,12.6,13.55403
1308,14.8,13.467319
1309,11.6,11.449743
1310,13.7,13.472601
1311,11.4,11.323005
1312,13.2,13.674016
1313,13.2,13.847778
1314,13.3,13.749313
1315,11.3,11.11169
1316,14.6,13.369871
1317,14.4,13.860243
1318,14.2,13.806261
1319,11.8,11.664962
1320,12.0,11.987225
1321,12.6,12.382621
1322,11.2,11.0
1323,12.9,13.568769
1324,12.0,11.880721
1325,13.0,13.700731
1326,14.2,13.738477
1327,13.6,13.539272
1328,13.0,13.067869
1329,13.1,13.451195
1330,11.4,11.0
1331,13.3,13.421488
1332,11.3,11.473844
1333,11.8,11.501752
1334,14.8,13.552145
1335,12.4,13.064723
1336,12.0,12.007371
1337,12.3,12.860921
1338,13.8,13.718024
1339,11.2,11.0
1340,11.3,11.094059
1341,14.1,13.762956
1342,11.9,11.74274
1343,13.5,13.776955
1344,13.9,13.664343
1345,14.9,13.843987
1346,11.7,11.636351
1347,12.5,13.151904
1348,13.1,13.819762
1349,13.2,13.534996
1350,12.6,13.70702
1351,11.6,11.488855
1352,14.4,13.880983
1353,12.7,13.76748
1354,12.7,13.676509
1355,11.5,11.465488
1356,12.7,13.477308
1357,11.1,11.230615
1358,11.3,11.338576
1359,12.4,13.55143
1360,14.9,13.831768
1361,14.5,13.7987
1362,13.4,13.465866
1363,14.7,13.350867
1364,11.2,11.338681
1365,12.3,12.277679
1366,14.6,13.745748
1367,11.8,11.850772
1368,11.7,11.741516
1369,11.8,11.740803
1370,13.2,13.664364
1371,13.2,13.613198
1372,13.5,13.151602
1373,12.3,12.2798815
1374,14.0,13.811672
1375,12.6,13.529646
1376,11.6,11.499721
1377,14.7,13.544046
1378,11.6,11.449183
1379,13.3,13.664732
1380,14.6,13.608877
1381,11.2,11.125888
1382,14.9,13.217232
1383,13.1,13.730198
1384,12.8,13.655231
1385,13.7,13.786802
1386,14.6,13.70986
1387,13.9,13.675808
1388,12.3,13.821952
1389,13.0,13.392849
1390,12.5,13.63512
1391,11.2,11.0
1392,12.2,12.046782
1393,13.3,13.486459
1394,14.1,13.684662
1395,12.5,13.602181
1396,14.9,13.739611
1397,14.7,13.1240635
1398,12.4,13.447056
1399,14.3,13.865333
1400,12.4,13.791857
1401,12.6,13.709542
1402,11.2,11.0
1403,13.8,13.800985
1404,14.9,13.616273
1405,12.9,13.656876
1406,14.4,13.6831665
1407,12.8,13.692663
1408,14.8,13.623228
1409,13.0,13.557197
1410,14.8,13.773979
1411,12.0,11.993169
1412,13.7,13.422338
1413,12.9,13.870488
1414,13.7,13.7635
1415,12.0,12.062576
1416,14.4,13.710338
1417,12.7,13.545603
1418,12.1,12.751728
1419,11.6,11.590249
1420,14.0,13.417656
1421,13.0,13.766929
1422,11.7,11.710388
1423,11.4,11.2441845
1424,12.6,13.094753
1425,13.6,13.738821
1426,12.2,12.056526
1427,11.4,11.210798
1428,12.3,12.1795845
1429,12.2,12.053421
1430,11.9,12.035972
1431,11.8,11.797328
1432,14.1,13.799188
1433,11.7,11.7151785
1434,13.4,13.271896
1435,14.3,13.485657
1436,11.4,11.2827425
1437,11.5,11.403598
1438,14.5,13.594421
1439,11.1,11.1801
1440,14.9,13.819391
1441,14.8,13.38455
1442,14.1,13.721523
1443,14.6,13.87528
1444,12.3,12.218041
1445,13.9,13.713727
1446,13.2,13.778285
1447,11.8,11.772204
1448,11.1,11.0
1449,12.9,13.738888
1450,13.9,13.748269
1451,11.0,11.196122
1452,14.6,13.578961
1453,13.6,13.776774
1454,11.1,11.0
1455,11.6,11.52444
1456,15.0,13.663898
1457,13.0,13.680878
1458,11.5,11.343203
1459,11.3,11.148633
1460,14.5,13.695846
1461,14.8,13.56802
1462,11.7,11.513754
1463,11.1,11.0
1464,11.9,11.949847
1465,13.8,13.709104
1466,14.9,13.735883
1467,11.2,11.112462
1468,12.5,13.311145
1469,14.1,13.373022
1470,12.7,12.932256
1471,13.7,13.554499
1472,13.0,13.430877
1473,11.3,11.228569
1474,13.2,13.444336
1475,13.6,13.667423
1476,13.0,13.649532
1477,13.5,13.667153
1478,11.1,11.0
1479,14.1,13.596457
1480,12.5,12.678439
1481,11.8,11.970445
1482,12.6,13.576666
1483,14.3,13.902245
1484,11.2,11.18524
1485,12.2,12.064557
1486,12.6,13.531752
1487,14.5,13.772711
1488,13.7,13.633089
1489,13.2,13.884822
1490,12.7,13.183033
1491,13.5,13.825502
1492,13.0,13.758646
1493,13.9,13.848825
1494,12.1,12.155105
1495,11.2,11.039863
1496,14.6,13.482619
1497,12.8,13.752066
1498,13.4,13.641942
1499,13.5,13.813247
1500,14.1,14.019768
1501,12.7,13.937962
1502,13.6,13.567868
1503,12.9,13.752066
1504,13.4,13.444618
1505,11.9,11.851072
1506,11.0,11.0
1507,15.0,13.755242
1508,14.5,13.752272
1509,13.9,13.551556
1510,12.9,13.868781
1511,12.6,13.704342
1512,12.3,13.05703
1513,14.3,13.349871
1514,11.4,11.0
1515,12.4,12.591545
1516,12.7,13.696342
1517,14.4,13.603439
1518,12.0,12.073497
1519,11.1,11.0
1520,13.8,13.759542
1521,12.8,13.729152
1522,13.1,13.2924595
1523,14.2,13.796862
1524,11.2,11.0
1525,12.9,13.633958
1526,11.8,11.833201
1527,13.8,13.563108
1528,14.3,13.615259
1529,12.0,11.981048
1530,11.7,11.712496
1531,13.3,13.681357
1532,14.4,13.827662
1533,11.1,11.164818
1534,14.7,13.839893
1535,12.9,13.737017
1536,11.0,11.199232
1537,14.2,13.838003
1538,14.0,13.51779
1539,13.4,13.698905
1540,12.8,13.828573
1541,14.1,13.420482
1542,14.0,13.883029
1543,11.7,11.801207
1544,14.5,13.185633
1545,11.9,11.966054
1546,14.2,13.335678
1547,11.6,11.593932
1548,13.1,13.683656
1549,11.9,11.961584
1550,14.5,13.664333
1551,11.4,11.346893
1552,13.6,13.82615
1553,11.0,11.0
1554,12.9,13.466784
1555,13.0,13.146334
1556,11.4,11.0
1557,13.7,13.708724
1558,13.9,13.136436
1559,11.8,11.606116
1560,12.2,12.024974
1561,11.1,11.0
1562,14.9,12.9917
1563,13.2,13.660799
1564,13.6,13.7067795
1565,14.4,13.756298
1566,13.4,13.6306305
1567,11.4,11.481369
1568,12.8,13.589571
1569,12.6,13.724817
1570,14.8,13.4336
1571,13.7,13.964794
1572,12.4,12.59972
1573,14.6,13.368756
1574,13.8,13.640104
1575,13.3,13.848787
1576,12.8,13.075926
1577,13.0,13.392841
1578,11.4,11.200436
1579,13.3,13.615673
1580,11.7,11.637982
1581,13.7,13.691717
1582,14.6,13.750433
1583,14.3,13.715463
1584,11.6,11.584763
1585,13.7,13.587657
1586,14.1,13.762194
1587,12.5,13.229799
1588,11.2,11.137672
1589,11.6,11.506581
1590,13.0,13.343134
1591,11.0,11.0
1592,12.0,11.978049
1593,14.1,13.628664
1594,13.2,13.516477
1595,11.5,11.500075
1596,11.3,11.0
1597,12.7,13.147252
1598,11.8,11.882188
1599,11.1,11.0
1600,13.5,13.548607
1601,11.1,11.0
1602,13.8,13.596493
1603,12.6,13.469127
1604,13.6,13.692696
1605,15.0,13.656117
1606,14.1,13.88647
1607,12.2,12.003586
1608,14.1,13.88236
1609,12.8,13.660368
1610,14.0,13.40538
1611,14.4,13.717459
1612,12.2,11.929556
1613,12.7,13.41502
1614,12.7,13.202864
1615,11.7,11.639328
1616,12.2,11.991512
1617,13.8,13.600512
1618,12.7,13.55625
1619,11.4,11.385564
1620,12.9,13.0236225
1621,14.5,13.651037
1622,14.6,13.686393
1623,12.0,11.967788
1624,13.3,13.61135
1625,12.8,13.822969
1626,14.6,13.717422
1627,12.3,12.92752
1628,11.2,11.073384
1629,12.6,13.550914
1630,14.9,13.675283
1631,13.4,13.881315
1632,14.4,13.610352
1633,11.9,11.87879
1634,13.8,13.798611
1635,12.0,12.054773
1636,14.4,13.720437
1637,13.6,13.759607
1638,11.4,11.243398
1639,12.2,11.953851
1640,14.4,13.639574
1641,11.5,11.244765
1642,12.8,13.148263
1643,13.7,13.935391
1644,14.3,13.768543
1645,12.1,12.012297
1646,11.4,11.387129
1647,14.3,13.736414
1648,11.4,11.377742
1649,13.0,13.624553
1650,14.1,13.330983
1651,12.9,13.550897
1652,14.7,13.667007
1653,12.9,13.650379
1654,14.6,13.401112
1655,11.2,11.126846
1656,12.7,13.397024
1657,11.8,11.922102
1658,14.2,13.750131
1659,14.6,13.5307865
1660,12.9,13.585058
1661,13.2,13.578789
1662,13.7,13.204908
1663,11.5,11.418612
1664,12.2,12.270938
1665,12.8,13.296375
1666,14.2,13.626686
1667,12.7,13.726187
1668,14.8,13.656742
1669,12.1,12.064585
1670,14.1,13.638171
1671,12.3,12.380068
1672,11.2,11.128379
1673,12.1,12.223032
1674,12.2,12.746115
1675,11.6,11.528489
1676,14.1,13.790118
1677,13.2,13.333021
1678,12.8,13.021125
1679,13.3,13.618051
1680,14.3,13.76187
1681,11.9,12.544758
1682,11.8,11.606857
1683,14.8,13.296984
1684,13.5,13.79591
1685,14.9,13.355623
1686,12.6,13.773691
1687,11.6,11.601513
1688,12.3,12.035694
1689,13.6,13.701893
1690,11.1,11.0
1691,11.2,11.0
1692,13.4,13.517389
1693,11.0,11.0
1694,14.6,12.993895
1695,12.8,13.182745
1696,13.6,13.840444
1697,11.5,11.287501
1698,12.4,12.728616
1699,12.2,12.017866
1700,11.7,11.7234335
1701,13.2,13.399134
1702,12.6,13.828711
1703,12.1,11.960636
1704,13.9,13.536616
1705,13.5,13.917713
1706,13.2,13.925751
1707,14.0,13.463537
1708,12.0,11.917305
1709,12.6,13.404274
1710,11.8,11.626084
1711,14.4,13.346432
1712,14.0,13.729496
1713,13.5,13.40641
1714,12.6,12.86926
1715,12.6,13.280254
1716,13.6,13.571242
1717,11.2,11.0
1718,14.1,13.66264
1719,13.9,13.672666
1720,14.3,13.370166
1721,12.1,11.98733
1722,13.4,13.491608
1723,12.2,13.065635
1724,14.6,13.679927
1725,12.0,11.894497
1726,13.1,13.34799
1727,12.4,13.217562
1728,12.7,13.293974
1729,12.2,12.028987
1730,12.0,11.837286
1731,14.2,13.743559
1732,14.2,13.364684
1733,11.9,11.818677
1734,14.2,13.513384
1735,14.9,13.523045
1736,13.8,13.585712
1737,11.9,11.896793
1738,14.3,13.678524
1739,15.0,13.222719
1740,12.5,13.453911
1741,12.2,12.725689
1742,14.3,13.813822
1743,13.8,13.258177
1744,11.8,11.718815
1745,14.5,13.702009
1746,11.6,11.4232645
1747,14.1,13.735482
1748,14.0,13.60932
1749,14.2,13.731184
1750,14.1,13.806715
1751,12.0,11.957835
1752,11.7,11.669643
1753,13.6,13.41869
1754,13.0,13.542883
1755,15.0,13.637424
1756,14.3,13.775919
1757,14.5,13.774376
1758,13.4,13.660907
1759,11.6,11.530823
1760,13.9,13.159759
1761,13.5,13.738061
1762,12.3,12.801727
1763,13.9,13.821969
1764,13.2,13.3626175
1765,12.7,13.219407
1766,13.8,13.729322
1767,14.5,13.599256
1768,14.1,13.5725
1769,11.6,11.520908
1770,12.4,12.360855
1771,13.2,13.568619
1772,13.3,13.833519
1773,13.9,13.548252
1774,11.7,11.820603
1775,13.5,13.640666
1776,14.4,13.732258
1777,13.0,13.659281
1778,14.9,13.871657
1779,12.2,12.359129
1780,11.0,11.0
1781,13.6,12.908399
1782,12.8,13.580067
1783,12.9,13.305079
1784,14.9,13.025333
1785,12.5,13.565359
1786,11.4,11.363428
1787,13.2,13.61249
1788,13.9,13.13094
1789,12.6,13.377399
1790,14.4,13.431921
1791,12.9,13.687751
1792,13.9,13.435262
1793,11.3,11.336424
1794,13.0,13.553135
1795,13.3,13.373388
1796,12.4,13.611597
1797,13.5,13.616495
1798,11.7,11.607732
1799,11.9,12.059652
1800,13.9,13.2493105
1801,11.9,11.97867
1802,11.3,11.180771
1803,12.5,12.596156
1804,13.9,13.685929
1805,14.8,13.672346
1806,13.4,13.834587
1807,14.1,13.746332
1808,11.2,11.0
1809,12.2,12.4194145
1810,13.7,13.578354
1811,11.7,11.812051
1812,12.7,13.626503
1813,11.9,11.962411
1814,12.1,11.976424
1815,11.3,11.175027
1816,11.3,11.021306
1817,11.8,11.7988
1818,13.0,13.181779
1819,12.3,12.111726
1820,12.3,13.285389
1821,13.4,13.293888
1822,11.6,11.52669
1823,14.0,13.513889
1824,11.7,11.751915
1825,11.6,11.669375
1826,13.2,13.495926
1827,14.5,13.860012
1828,14.9,13.666418
1829,14.0,13.84049
1830,13.2,13.411243
1831,14.8,13.855081
1832,13.8,13.76798
1833,11.8,11.91038
1834,12.3,12.605889
1835,11.7,11.826924
1836,14.2,13.709865
1837,14.7,13.787731
1838,13.6,13.755768
1839,11.6,11.613422
1840,12.0,12.014285
1841,14.5,13.363482
1842,14.2,13.520807
1843,14.1,13.769752
1844,11.2,11.252854
1845,13.9,13.717707
1846,14.2,13.636371
1847,11.6,11.490999
1848,13.0,13.790691
1849,14.1,12.994623
1850,14.9,13.74366
1851,14.6,13.431132
1852,14.5,13.737091
1853,14.7,13.182053
1854,12.9,13.3886595
1855,11.6,11.698722
1856,12.2,12.032289
1857,14.5,13.635653
1858,14.5,13.779125
1859,13.7,13.459452
1860,14.0,13.676842
1861,12.6,13.273498
1862,11.0,11.0
1863,13.2,13.906179
1864,11.9,11.967361
1865,14.9,13.755383
1866,11.9,11.883005
1867,13.5,13.743963
1868,11.8,11.778064
1869,13.0,13.826366
1870,11.5,11.347269
1871,11.8,11.655512
1872,13.4,13.633687
1873,13.6,13.767704
1874,12.9,13.610195
1875,14.0,13.606565
1876,13.4,13.773719
1877,12.2,12.007134
1878,11.2,11.0
1879,13.2,13.616316
1880,11.3,11.0
1881,12.8,13.067837
1882,12.2,12.037658
1883,13.4,13.627516
1884,14.5,13.654991
1885,13.3,13.598036
1886,13.9,13.763801
1887,14.6,13.757533
1888,14.1,13.605132
1889,12.2,12.028216
1890,12.8,13.64908
1891,12.4,12.36946
1892,12.6,13.421318
1893,13.3,13.124241
1894,14.4,13.668421
1895,11.1,11.136633
1896,11.6,11.684108
1897,11.9,11.695705
1898,13.5,13.749184
1899,13.6,13.690392
1900,13.3,13.665739
1901,11.2,11.076399
1902,12.5,13.418761
1903,11.7,11.676724
1904,14.8,13.530918
1905,13.1,13.717698
1906,15.0,13.791905
1907,12.1,12.030331
1908,14.0,13.494196
1909,12.3,12.191051
1910,11.2,11.103813
1911,14.0,13.502739
1912,12.8,13.425509
1913,13.8,13.753702
1914,12.2,12.391133
1915,11.6,11.645544
1916,11.0,11.039106
1917,11.1,11.0
1918,14.3,13.647642
1919,12.5,13.177631
1920,11.4,11.076748
1921,11.2,11.092729
1922,14.8,13.803036
1923,12.6,13.743866
1924,11.5,11.052625
1925,14.0,13.460939
1926,14.2,13.607341
1927,14.5,13.6468315
1928,11.8,11.750294
1929,11.0,11.0
1930,12.0,11.940732
1931,11.2,11.2414875
1932,12.7,13.761144
1933,12.9,13.5722275
1934,14.2,13.248852
1935,14.2,13.805766
1936,13.9,13.682692
1937,12.0,11.848364
1938,11.6,11.441976
1939,13.6,13.746751
1940,14.1,13.550494
1941,13.8,13.67559
1942,13.5,13.066274
1943,13.5,13.58992
1944,12.6,13.18992
1945,12.2,11.985365
1946,14.1,13.824823
1947,13.2,13.592901
1948,13.9,13.442387
1949,12.5,13.46755
1950,12.2,12.016758
1951,13.1,13.56118
1952,13.2,13.776341
1953,11.2,11.0
1954,14.3,13.810887
1955,12.5,13.340475
1956,11.7,11.519449
1957,13.4,13.678595
1958,13.6,13.146926
1959,12.4,13.000356
1960,13.8,13.3689375
1961,12.5,12.755547
1962,14.9,13.683712
1963,12.5,12.13179
1964,14.9,13.6292095
1965,14.3,13.628393
1966,14.3,13.634325
1967,11.8,11.715343
1968,12.4,13.282129
1969,12.9,13.5276165
1970,11.4,11.293217
1971,12.9,13.613061
1972,14.8,13.761876
1973,13.7,13.733967
1974,11.8,11.959972
1975,14.5,13.882634
1976,13.3,13.594528
1977,14.0,13.756069
1978,12.9,13.707664
1979,14.5,13.913742
1980,12.1,11.949312
1981,14.1,13.251894
1982,14.5,13.648161
1983,13.3,13.68457
1984,14.8,13.721831
1985,13.1,13.553471
1986,12.7,13.714484
1987,13.1,13.837357
1988,14.9,13.827236
1989,12.7,13.641453
1990,14.8,13.780159
1991,11.2,11.153086
1992,13.1,13.458915
1993,12.6,13.512306
1994,13.8,13.484026
1995,13.2,13.37784
1996,12.2,12.330883
1997,11.2,11.0
1998,14.2,13.548799
1999,11.1,11.0
