,g_sim,g_fit
1247,12.8,13.61153
1248,13.6,14.003523
1249,11.4,11.282541
1250,13.1,13.366051
1251,13.9,13.829529
1252,14.9,13.403349
1253,12.2,12.093976
1254,13.8,13.630231
1255,12.3,12.267695
1256,14.1,13.917216
1257,12.2,12.170725
1258,11.6,11.743585
1259,11.3,11.317649
1260,14.3,13.89889
1261,11.2,11.2653
1262,13.0,13.913561
1263,12.2,12.217418
1264,13.1,13.368897
1265,13.2,13.529525
1266,13.8,13.704482
1267,11.1,11.232412
1268,13.2,13.815264
1269,12.3,12.181684
1270,11.9,11.830769
1271,12.7,13.617168
1272,13.5,14.018782
1273,14.7,13.789311
1274,12.1,12.019555
1275,12.5,12.362392
1276,12.4,12.332605
1277,13.7,13.984374
1278,11.9,11.790309
1279,14.5,13.8628845
1280,11.3,11.347077
1281,13.4,14.07147
1282,11.1,11.0
1283,11.1,11.0
1284,13.0,13.949684
1285,13.2,13.833032
1286,13.8,13.874264
1287,11.3,11.360684
1288,13.0,13.671462
1289,11.1,11.0
1290,11.5,11.368734
1291,14.0,13.694008
1292,14.3,13.433574
1293,12.2,12.237314
1294,12.6,12.786979
1295,14.8,13.418506
1296,13.9,13.673261
1297,11.2,11.286793
1298,12.6,13.778926
1299,13.9,14.01769
1300,12.2,12.979347
1301,13.1,13.272269
1302,12.0,12.058968
1303,11.9,11.823919
1304,14.2,13.955986
1305,14.5,13.895775
1306,13.0,13.532984
1307,12.6,12.867523
1308,14.8,13.626916
1309,11.6,11.523545
1310,13.7,13.860297
1311,11.4,11.262051
1312,13.2,14.007827
1313,13.2,14.010534
1314,13.3,13.908476
1315,11.3,11.0
1316,14.6,13.94472
1317,14.4,13.903274
1318,14.2,13.925225
1319,11.8,11.7365055
1320,12.0,11.967113
1321,12.6,13.122866
1322,11.2,11.0
1323,12.9,13.692734
1324,12.0,11.931802
1325,13.0,13.692543
1326,14.2,13.864031
1327,13.6,13.650824
1328,13.0,13.454477
1329,13.1,13.847125
1330,11.4,11.325896
1331,13.3,13.837619
1332,11.3,11.276551
1333,11.8,11.631771
1334,14.8,13.997039
1335,12.4,12.383067
1336,12.0,12.044491
1337,12.3,12.356861
1338,13.8,13.780804
1339,11.2,11.165176
1340,11.3,11.37798
1341,14.1,13.815089
1342,11.9,11.893747
1343,13.5,13.586661
1344,13.9,14.141857
1345,14.9,14.054052
1346,11.7,11.727009
1347,12.5,12.34089
1348,13.1,13.655628
1349,13.2,13.885441
1350,12.6,13.090342
1351,11.6,11.524994
1352,14.4,13.947498
1353,12.7,12.803663
1354,12.7,13.340794
1355,11.5,11.36835
1356,12.7,13.552837
1357,11.1,11.0
1358,11.3,11.371846
1359,12.4,12.228659
1360,14.9,13.704796
1361,14.5,13.967175
1362,13.4,14.177471
1363,14.7,13.905838
1364,11.2,11.480946
1365,12.3,12.2721405
1366,14.6,13.883587
1367,11.8,11.820092
1368,11.7,11.606815
1369,11.8,11.769372
1370,13.2,13.05378
1371,13.2,13.909752
1372,13.5,13.89258
1373,12.3,12.171858
1374,14.0,13.467912
1375,12.6,12.363252
1376,11.6,11.296025
1377,14.7,13.889554
1378,11.6,11.590358
1379,13.3,13.576561
1380,14.6,13.80706
1381,11.2,11.0
1382,14.9,13.972139
1383,13.1,13.850916
1384,12.8,13.939763
1385,13.7,14.056863
1386,14.6,13.846802
1387,13.9,13.633371
1388,12.3,12.368775
1389,13.0,13.575899
1390,12.5,12.896345
1391,11.2,11.16041
1392,12.2,12.160028
1393,13.3,13.727314
1394,14.1,13.956053
1395,12.5,13.007942
1396,14.9,13.902022
1397,14.7,13.8852825
1398,12.4,12.315331
1399,14.3,13.886546
1400,12.4,13.549519
1401,12.6,13.481199
1402,11.2,11.0
1403,13.8,13.7020645
1404,14.9,13.557755
1405,12.9,13.976166
1406,14.4,13.954634
1407,12.8,13.868729
1408,14.8,13.783379
1409,13.0,13.497217
1410,14.8,13.945926
1411,12.0,11.934071
1412,13.7,13.849
1413,12.9,13.650932
1414,13.7,13.81645
1415,12.0,12.005344
1416,14.4,13.719473
1417,12.7,13.154642
1418,12.1,12.214525
1419,11.6,11.489257
1420,14.0,13.2313595
1421,13.0,14.010429
1422,11.7,11.657165
1423,11.4,11.437941
1424,12.6,13.929204
1425,13.6,13.55671
1426,12.2,12.175699
1427,11.4,11.35853
1428,12.3,12.301907
1429,12.2,12.2612705
1430,11.9,11.882109
1431,11.8,11.839968
1432,14.1,13.89801
1433,11.7,11.715215
1434,13.4,13.865537
1435,14.3,13.595497
1436,11.4,11.331385
1437,11.5,11.464137
1438,14.5,13.694412
1439,11.1,11.253046
1440,14.9,14.000895
1441,14.8,14.034475
1442,14.1,13.859636
1443,14.6,14.029698
1444,12.3,12.216428
1445,13.9,13.849096
1446,13.2,13.820446
1447,11.8,11.772631
1448,11.1,11.0
1449,12.9,13.61915
1450,13.9,13.958931
1451,11.0,11.260139
1452,14.6,14.02135
1453,13.6,13.741014
1454,11.1,11.183552
1455,11.6,11.651628
1456,15.0,14.06327
1457,13.0,13.8770275
1458,11.5,11.4504595
1459,11.3,11.280857
1460,14.5,13.449511
1461,14.8,13.875251
1462,11.7,11.594464
1463,11.1,11.425945
1464,11.9,11.918746
1465,13.8,13.708172
1466,14.9,13.78406
1467,11.2,11.0
1468,12.5,12.405077
1469,14.1,13.736757
1470,12.7,12.587948
1471,13.7,13.924159
1472,13.0,13.481922
1473,11.3,11.272579
1474,13.2,13.869706
1475,13.6,13.786647
1476,13.0,13.975158
1477,13.5,13.693624
1478,11.1,11.063882
1479,14.1,13.627345
1480,12.5,12.441471
1481,11.8,11.830298
1482,12.6,13.527573
1483,14.3,13.960169
1484,11.2,11.7799225
1485,12.2,12.157988
1486,12.6,12.561258
1487,14.5,13.683861
1488,13.7,13.817346
1489,13.2,13.863232
1490,12.7,13.226727
1491,13.5,13.819233
1492,13.0,13.5271
1493,13.9,13.954141
1494,12.1,12.136595
1495,11.2,11.294543
1496,14.6,13.448395
1497,12.8,13.157968
1498,13.4,13.667074
1499,13.5,13.950293
1500,14.1,13.773734
1501,12.7,13.12566
1502,13.6,13.667486
1503,12.9,13.608076
1504,13.4,13.677044
1505,11.9,11.935693
1506,11.0,11.0
1507,15.0,13.621092
1508,14.5,13.610788
1509,13.9,14.024834
1510,12.9,13.327661
1511,12.6,13.137531
1512,12.3,12.248531
1513,14.3,13.675914
1514,11.4,11.281235
1515,12.4,12.376433
1516,12.7,13.615946
1517,14.4,13.844577
1518,12.0,12.022454
1519,11.1,11.0
1520,13.8,14.005648
1521,12.8,13.716327
1522,13.1,13.586531
1523,14.2,13.929001
1524,11.2,11.241699
1525,12.9,13.870728
1526,11.8,11.733173
1527,13.8,13.858412
1528,14.3,13.667431
1529,12.0,12.001988
1530,11.7,11.613546
1531,13.3,13.729441
1532,14.4,13.824818
1533,11.1,11.0
1534,14.7,13.937764
1535,12.9,13.289409
1536,11.0,11.1039095
1537,14.2,13.943893
1538,14.0,13.447035
1539,13.4,13.267782
1540,12.8,13.847592
1541,14.1,13.980576
1542,14.0,13.963631
1543,11.7,11.700808
1544,14.5,13.9779415
1545,11.9,11.856592
1546,14.2,13.664558
1547,11.6,11.438567
1548,13.1,13.785881
1549,11.9,11.839868
1550,14.5,13.769204
1551,11.4,11.351083
1552,13.6,13.913864
1553,11.0,11.0
1554,12.9,13.787393
1555,13.0,13.627515
1556,11.4,11.483049
1557,13.7,13.903005
1558,13.9,14.030258
1559,11.8,11.786666
1560,12.2,12.143185
1561,11.1,11.172836
1562,14.9,13.97294
1563,13.2,13.521818
1564,13.6,13.911047
1565,14.4,13.735829
1566,13.4,13.675812
1567,11.4,11.38085
1568,12.8,13.8340845
1569,12.6,13.468951
1570,14.8,13.675851
1571,13.7,13.79286
1572,12.4,12.297805
1573,14.6,14.021651
1574,13.8,13.918877
1575,13.3,13.74955
1576,12.8,13.767828
1577,13.0,13.324684
1578,11.4,11.217532
1579,13.3,13.846828
1580,11.7,11.681502
1581,13.7,14.086826
1582,14.6,13.802782
1583,14.3,13.998731
1584,11.6,11.505515
1585,13.7,13.957524
1586,14.1,14.081478
1587,12.5,12.3929205
1588,11.2,11.185021
1589,11.6,11.512239
1590,13.0,13.65483
1591,11.0,11.0
1592,12.0,12.0611515
1593,14.1,13.815714
1594,13.2,13.29183
1595,11.5,11.525629
1596,11.3,11.0
1597,12.7,12.569989
1598,11.8,11.794336
1599,11.1,11.0
1600,13.5,13.809542
1601,11.1,11.0
1602,13.8,14.033281
1603,12.6,13.4514065
1604,13.6,13.781212
1605,15.0,13.586947
1606,14.1,13.644829
1607,12.2,12.107976
1608,14.1,13.983769
1609,12.8,13.196353
1610,14.0,13.684184
1611,14.4,14.033409
1612,12.2,12.197287
1613,12.7,13.435894
1614,12.7,12.73071
1615,11.7,11.71896
1616,12.2,12.09716
1617,13.8,13.978584
1618,12.7,13.230577
1619,11.4,11.40672
1620,12.9,13.658649
1621,14.5,13.597036
1622,14.6,13.948835
1623,12.0,12.079459
1624,13.3,13.889631
1625,12.8,13.797023
1626,14.6,13.776174
1627,12.3,12.326008
1628,11.2,11.0
1629,12.6,12.535063
1630,14.9,13.9284115
1631,13.4,13.859678
1632,14.4,14.0650425
1633,11.9,11.814068
1634,13.8,13.900066
1635,12.0,11.985734
1636,14.4,13.972935
1637,13.6,13.963994
1638,11.4,11.254917
1639,12.2,12.094059
1640,14.4,13.726899
1641,11.5,11.201437
1642,12.8,13.8915825
1643,13.7,13.9793
1644,14.3,13.602249
1645,12.1,12.162399
1646,11.4,11.4364605
1647,14.3,13.869268
1648,11.4,11.632319
1649,13.0,13.65773
1650,14.1,13.741688
1651,12.9,13.185935
1652,14.7,13.914537
1653,12.9,13.3786955
1654,14.6,13.8129225
1655,11.2,11.140735
1656,12.7,13.543539
1657,11.8,11.714123
1658,14.2,13.430691
1659,14.6,13.909046
1660,12.9,13.308564
1661,13.2,13.856248
1662,13.7,13.925226
1663,11.5,11.394213
1664,12.2,12.270038
1665,12.8,13.404036
1666,14.2,13.940345
1667,12.7,14.029875
1668,14.8,13.983787
1669,12.1,12.060878
1670,14.1,13.961246
1671,12.3,12.182
1672,11.2,11.114369
1673,12.1,12.096277
1674,12.2,12.187082
1675,11.6,11.396727
1676,14.1,13.553449
1677,13.2,13.8862095
1678,12.8,13.04295
1679,13.3,13.892094
1680,14.3,13.940647
1681,11.9,12.051159
1682,11.8,11.738667
1683,14.8,13.649083
1684,13.5,13.995285
1685,14.9,13.682275
1686,12.6,13.375882
1687,11.6,11.564199
1688,12.3,12.303822
1689,13.6,13.83645
1690,11.1,11.336665
1691,11.2,11.0
1692,13.4,13.886037
1693,11.0,11.0
1694,14.6,14.032171
1695,12.8,13.682534
1696,13.6,13.682275
1697,11.5,11.264476
1698,12.4,12.429218
1699,12.2,12.273172
1700,11.7,11.604244
1701,13.2,13.971038
1702,12.6,13.61356
1703,12.1,12.076773
1704,13.9,13.963331
1705,13.5,14.004047
1706,13.2,13.759287
1707,14.0,14.003685
1708,12.0,11.943205
1709,12.6,13.664076
1710,11.8,11.636563
1711,14.4,13.696041
1712,14.0,13.836267
1713,13.5,13.846223
1714,12.6,12.938897
1715,12.6,13.820564
1716,13.6,13.852245
1717,11.2,11.140421
1718,14.1,13.962911
1719,13.9,13.741869
1720,14.3,13.793814
1721,12.1,12.095626
1722,13.4,13.904724
1723,12.2,12.146852
1724,14.6,13.481585
1725,12.0,11.935911
1726,13.1,13.142267
1727,12.4,12.245426
1728,12.7,13.046025
1729,12.2,12.097174
1730,12.0,11.982863
1731,14.2,13.618044
1732,14.2,13.628172
1733,11.9,11.793348
1734,14.2,13.952589
1735,14.9,13.556628
1736,13.8,13.727498
1737,11.9,11.992683
1738,14.3,13.719385
1739,15.0,13.837517
1740,12.5,12.66343
1741,12.2,12.295331
1742,14.3,13.391715
1743,13.8,13.864828
1744,11.8,11.921905
1745,14.5,13.670755
1746,11.6,11.523724
1747,14.1,14.047461
1748,14.0,14.002273
1749,14.2,13.660429
1750,14.1,13.86842
1751,12.0,11.905675
1752,11.7,11.694613
1753,13.6,13.8616085
1754,13.0,13.7355
1755,15.0,13.752053
1756,14.3,13.913624
1757,14.5,13.797749
1758,13.4,13.845767
1759,11.6,11.493357
1760,13.9,13.915052
1761,13.5,13.5384245
1762,12.3,12.190993
1763,13.9,13.741747
1764,13.2,14.00911
1765,12.7,13.3239
1766,13.8,13.486429
1767,14.5,13.823019
1768,14.1,13.682543
1769,11.6,11.558898
1770,12.4,12.345979
1771,13.2,13.81793
1772,13.3,13.64185
1773,13.9,14.009108
1774,11.7,11.705123
1775,13.5,13.980416
1776,14.4,13.933704
1777,13.0,13.833938
1778,14.9,13.981426
1779,12.2,12.190097
1780,11.0,11.0
1781,13.6,13.930548
1782,12.8,13.627754
1783,12.9,14.0031805
1784,14.9,13.920311
1785,12.5,12.931385
1786,11.4,11.311686
1787,13.2,13.690432
1788,13.9,13.8772745
1789,12.6,12.647638
1790,14.4,13.852018
1791,12.9,13.881858
1792,13.9,13.459986
1793,11.3,11.359634
1794,13.0,13.383589
1795,13.3,13.707337
1796,12.4,13.787054
1797,13.5,13.716421
1798,11.7,11.692538
1799,11.9,11.943882
1800,13.9,13.416435
1801,11.9,11.993001
1802,11.3,11.306337
1803,12.5,12.4731655
1804,13.9,13.988176
1805,14.8,13.875189
1806,13.4,13.75392
1807,14.1,13.96678
1808,11.2,11.0
1809,12.2,12.148554
1810,13.7,13.886655
1811,11.7,11.705252
1812,12.7,13.035837
1813,11.9,11.98495
1814,12.1,12.09606
1815,11.3,11.208868
1816,11.3,11.213948
1817,11.8,11.723103
1818,13.0,13.478772
1819,12.3,12.234606
1820,12.3,12.319112
1821,13.4,13.729601
1822,11.6,11.55151
1823,14.0,13.469943
1824,11.7,11.709051
1825,11.6,11.575619
1826,13.2,13.891314
1827,14.5,13.880256
1828,14.9,13.977995
1829,14.0,13.645393
1830,13.2,13.968144
1831,14.8,13.971753
1832,13.8,14.01915
1833,11.8,11.88035
1834,12.3,12.322046
1835,11.7,11.579025
1836,14.2,13.969231
1837,14.7,14.001861
1838,13.6,13.779965
1839,11.6,11.419822
1840,12.0,11.923689
1841,14.5,13.907814
1842,14.2,13.889502
1843,14.1,13.679886
1844,11.2,11.13543
1845,13.9,13.900727
1846,14.2,13.923599
1847,11.6,11.484646
1848,13.0,13.570056
1849,14.1,13.439849
1850,14.9,13.928498
1851,14.6,13.832617
1852,14.5,13.917652
1853,14.7,13.346461
1854,12.9,13.648457
1855,11.6,11.396772
1856,12.2,12.207561
1857,14.5,13.897551
1858,14.5,13.886538
1859,13.7,13.884708
1860,14.0,14.028335
1861,12.6,13.548887
1862,11.0,11.0
1863,13.2,13.971625
1864,11.9,11.921631
1865,14.9,14.035098
1866,11.9,11.808151
1867,13.5,13.770685
1868,11.8,11.728868
1869,13.0,13.921628
1870,11.5,11.412316
1871,11.8,11.716692
1872,13.4,13.683721
1873,13.6,13.863862
1874,12.9,13.38715
1875,14.0,13.912252
1876,13.4,13.865454
1877,12.2,12.109279
1878,11.2,11.355571
1879,13.2,13.636595
1880,11.3,11.335807
1881,12.8,13.73531
1882,12.2,12.174225
1883,13.4,14.1524105
1884,14.5,13.716637
1885,13.3,13.964435
1886,13.9,13.902895
1887,14.6,13.874383
1888,14.1,13.879654
1889,12.2,12.122889
1890,12.8,13.523021
1891,12.4,12.404528
1892,12.6,12.811624
1893,13.3,13.9146805
1894,14.4,13.519295
1895,11.1,11.005935
1896,11.6,11.556414
1897,11.9,11.880576
1898,13.5,14.004821
1899,13.6,13.872765
1900,13.3,13.931881
1901,11.2,11.235905
1902,12.5,13.915038
1903,11.7,11.650841
1904,14.8,13.854316
1905,13.1,13.587528
1906,15.0,13.678879
1907,12.1,12.061073
1908,14.0,13.9901705
1909,12.3,12.345755
1910,11.2,11.382961
1911,14.0,13.7790165
1912,12.8,13.376196
1913,13.8,13.709517
1914,12.2,12.151538
1915,11.6,11.618863
1916,11.0,11.014746
1917,11.1,11.3951845
1918,14.3,13.84774
1919,12.5,13.598297
1920,11.4,11.382696
1921,11.2,11.385277
1922,14.8,14.016806
1923,12.6,13.980045
1924,11.5,11.888905
1925,14.0,13.876503
1926,14.2,13.828417
1927,14.5,13.968189
1928,11.8,11.761753
1929,11.0,11.004236
1930,12.0,11.873597
1931,11.2,11.599659
1932,12.7,13.259308
1933,12.9,13.565519
1934,14.2,13.923092
1935,14.2,13.912526
1936,13.9,13.764947
1937,12.0,11.893811
1938,11.6,11.37101
1939,13.6,13.666063
1940,14.1,13.400648
1941,13.8,13.712688
1942,13.5,13.433265
1943,13.5,13.822263
1944,12.6,13.5398245
1945,12.2,12.15927
1946,14.1,13.864317
1947,13.2,13.855175
1948,13.9,13.397886
1949,12.5,12.4296875
1950,12.2,12.20777
1951,13.1,13.641635
1952,13.2,13.841101
1953,11.2,11.357253
1954,14.3,13.427275
1955,12.5,12.419088
1956,11.7,11.635692
1957,13.4,13.663855
1958,13.6,13.814029
1959,12.4,13.412043
1960,13.8,13.365158
1961,12.5,12.409617
1962,14.9,13.777674
1963,12.5,12.435736
1964,14.9,13.863918
1965,14.3,13.830657
1966,14.3,13.242757
1967,11.8,11.834151
1968,12.4,12.369873
1969,12.9,13.829783
1970,11.4,11.411131
1971,12.9,13.953958
1972,14.8,13.980114
1973,13.7,13.784409
1974,11.8,11.816157
1975,14.5,13.906799
1976,13.3,13.623532
1977,14.0,13.969847
1978,12.9,13.4619465
1979,14.5,14.042096
1980,12.1,12.076552
1981,14.1,13.634877
1982,14.5,14.06847
1983,13.3,13.723202
1984,14.8,13.623974
1985,13.1,13.887217
1986,12.7,13.006626
1987,13.1,13.801156
1988,14.9,13.905639
1989,12.7,13.191698
1990,14.8,13.91219
1991,11.2,11.078948
1992,13.1,13.266972
1993,12.6,12.4011755
1994,13.8,13.772509
1995,13.2,13.608078
1996,12.2,12.097195
1997,11.2,11.071249
1998,14.2,13.889275
1999,11.1,11.0
